0.00 1.58 22.30
1.00 1.57 22.12
2.00 1.62 21.95
3.00 1.62 21.66
4.00 1.62 21.60
5.00 1.64 21.67
6.00 1.68 21.27
7.00 1.69 21.17
8.00 1.66 20.96
9.00 1.66 20.95
10.00 1.67 21.05
11.00 1.65 21.14
12.00 1.73 21.06
13.00 1.71 21.09
14.00 1.77 20.92
15.00 1.78 20.99
16.00 1.78 21.05
17.00 1.83 20.87
18.00 1.84 20.72
19.00 1.88 21.14
20.00 1.80 21.11
21.00 1.71 21.13
22.00 1.64 21.00
23.00 1.60 20.71
24.00 1.61 20.98
25.00 1.61 20.98
26.00 1.71 20.88
27.00 1.73 21.09
28.00 1.68 20.74
29.00 1.68 20.33
30.00 1.79 20.37
31.00 1.85 20.42
32.00 1.79 20.04
33.00 1.80 19.82
34.00 1.70 19.62
35.00 1.81 19.54
36.00 1.78 19.53
37.00 1.77 19.67
38.00 1.88 19.86
39.00 1.91 19.57
40.00 1.94 19.42
41.00 1.92 19.38
42.00 1.89 19.06
43.00 1.88 19.01
44.00 1.88 19.06
45.00 1.95 18.71
46.00 1.88 18.64
47.00 1.86 18.83
48.00 1.87 18.84
49.00 1.88 18.70
50.00 1.92 18.56
51.00 2.01 18.60
52.00 2.01 18.44
53.00 1.95 18.45
54.00 1.91 18.41
55.00 1.85 18.17
56.00 1.86 18.05
57.00 1.84 17.95
58.00 1.85 17.76
59.00 1.89 17.71
60.00 1.92 17.84
61.00 1.97 17.82
62.00 2.02 17.55
63.00 2.08 17.73
64.00 2.18 17.64
65.00 2.18 17.33
66.00 2.12 17.48
67.00 2.14 17.37
68.00 2.17 17.06
69.00 2.20 16.97
70.00 2.26 16.79
71.00 2.29 17.03
72.00 2.39 17.23
73.00 2.45 17.47
74.00 2.46 17.29
75.00 2.48 17.41
76.00 2.50 17.40
77.00 2.46 17.27
78.00 2.53 17.73
79.00 2.49 17.61
80.00 2.52 17.77
81.00 2.47 17.63
82.00 2.46 17.27
83.00 2.43 17.28
84.00 2.40 17.60
85.00 2.37 17.55
86.00 2.39 17.41
87.00 2.36 17.19
88.00 2.34 17.22
89.00 2.33 17.56
90.00 2.28 17.36
91.00 2.23 17.24
92.00 2.18 17.08
93.00 2.20 17.19
94.00 2.21 17.00
95.00 2.23 16.81
96.00 2.18 16.77
97.00 2.14 16.44
98.00 2.04 16.21
99.00 2.03 16.16
100.00 2.08 16.37
101.00 2.12 16.36
102.00 2.20 16.57
103.00 2.21 16.64
104.00 2.20 16.64
105.00 2.21 16.75
106.00 2.20 16.61
107.00 2.19 16.52
108.00 2.14 16.59
109.00 2.16 16.81
110.00 2.14 16.84
111.00 2.15 16.55
112.00 2.14 16.45
113.00 2.11 16.27
114.00 2.12 16.44
115.00 2.14 16.51
116.00 2.21 16.68
117.00 2.15 16.91
118.00 2.13 16.76
119.00 2.18 16.78
120.00 2.17 16.71
121.00 2.18 16.67
122.00 2.17 16.74
123.00 2.17 16.56
124.00 2.17 16.52
125.00 2.16 16.73
126.00 2.20 16.70
127.00 2.14 16.65
128.00 2.18 16.76
129.00 2.24 16.88
130.00 2.20 16.81
131.00 2.18 16.65
132.00 2.20 16.63
133.00 2.15 16.69
134.00 2.14 16.66
135.00 2.11 16.73
136.00 2.16 16.97
137.00 2.17 17.12
138.00 2.15 17.14
139.00 2.15 17.04
140.00 2.17 16.81
141.00 2.17 16.71
142.00 2.19 16.75
143.00 2.24 16.92
144.00 2.21 16.94
145.00 2.18 17.08
146.00 2.15 17.10
147.00 2.13 17.06
148.00 2.15 17.26
149.00 2.12 17.32
150.00 2.12 17.25
151.00 2.14 17.36
152.00 2.13 17.36
153.00 2.10 17.38
154.00 2.07 17.45
155.00 2.10 17.36
156.00 2.07 17.55
157.00 2.06 17.50
158.00 2.06 17.47
159.00 2.04 17.28
160.00 2.05 17.29
161.00 2.08 17.44
162.00 2.07 17.50
163.00 2.06 17.62
164.00 2.01 17.51
165.00 2.06 17.41
166.00 2.11 17.60
167.00 2.10 17.47
168.00 2.05 17.51
169.00 2.08 17.46
